NOME-COMPLETO-DO-AUTOR,NOME-PARA-CITACAO,ORDEM-DE-AUTORIA,NRO-ID-CNPQ,TRABALHO-EM-EVENTOS_Id,ARTIGO-PUBLICADO_Id,LIVRO-PUBLICADO-OU-ORGANIZADO_Id,CAPITULO-DE-LIVRO-PUBLICADO_Id,ARTIGO-ACEITO-PARA-PUBLICACAO_Id,SOFTWARE_Id,PATENTE_Id,PRODUTO-TECNOLOGICO_Id,TRABALHO-TECNICO_Id,APRESENTACAO-DE-TRABALHO_Id,EDITORACAO_Id,ORGANIZACAO-DE-EVENTO_Id
"Alexandre Xavier Falcão","Falcão, A.X.","5","",142,,,,,,,,,,,
"Alexandru Telea","A. Telea","6","",142,,,,,,,,,,,
"SILVA, PEDRO","SILVA, PEDRO","1","",143,,,,,,,,,,,
"LUZ, EDUARDO","LUZ, EDUARDO","2","",143,,,,,,,,,,,
"BAETA, RAFAEL","BAETA, RAFAEL","3","",143,,,,,,,,,,,
"PEDRINI, HELIO","PEDRINI, HELIO","4","9600140904712115",143,,,,,,,,,,,
"Alexandre Xavier Falcão","Falcao, Alexandre Xavier","5","",143,,,,,,,,,,,
"MENOTTI, DAVID","MENOTTI, DAVID","6","",143,,,,,,,,,,,
"ALEXANDRE, EDUARDO BARRETO","ALEXANDRE, EDUARDO BARRETO","1","",144,,,,,,,,,,,
"CHOWDHURY, ANANDA SHANKAR","CHOWDHURY, ANANDA SHANKAR","2","",144,,,,,,,,,,,
"Alexandre Xavier Falcão","Falcao, Alexandre Xavier","3","",144,,,,,,,,,,,
"MIRANDA, PAULO A. VECHIATTO","MIRANDA, PAULO A. VECHIATTO","4","",144,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","1","",145,,,,,,,,,,,
"Thiago Vallin Spina","T.V. Spina","2","1977864892800649",145,,,,,,,,,,,
"Samuel Botter Martins","Martins, S.B.","3","",145,,,,,,,,,,,
"Renzo Phellan","PHELLAN, R.","4","",145,,,,,,,,,,,
"Alan Zanoni Peixinho","Peixinho, A.Z.","1","",146,,,,,,,,,,,
"Samuel Botter Martins","Martins, S.B.","2","",146,,,,,,,,,,,
"VARGAS, JOHN E.","VARGAS, JOHN E.","3","",146,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","4","",146,,,,,,,,,,,
"Celso Tetsuo Nagase Suzuki","SUZUKI, Celso Tetsuo Nagase","5","9376921418115878",146,,,,,,,,,,,
"Jancarlo Ferreira Gomes","J.F. Gomes","6","6652749574384275",146,,,,,,,,,,,
"SPINA, THIAGO VALLIN","SPINA, THIAGO VALLIN","1","",147,,,,,,,,,,,
"MARTINS, SAMUEL BOTTER","MARTINS, SAMUEL BOTTER","2","",147,,,,,,,,,,,
"Alexandre Xavier Falcão","Falcao, Alexandre Xavier","3","",147,,,,,,,,,,,
"AFONSO, LUIS","AFONSO, LUIS","1","",148,,,,,,,,,,,
"VIDAL, ALEXANDRE","VIDAL, ALEXANDRE","2","",148,,,,,,,,,,,
"KURODA, MICHELLE","KURODA, MICHELLE","3","",148,,,,,,,,,,,
"Alexandre Xavier Falcão","Falcao, Alexandre Xavier","4","",148,,,,,,,,,,,
"PAPA, JOAO P.","PAPA, JOAO P.","5","",148,,,,,,,,,,,
"Paulo Eduardo Rauber","Rauber, P.E.","1","",149,,,,,,,,,,,
"Alexandre Xavier Falcão","Falcao, A.X.","2","",149,,,,,,,,,,,
"Alexandru C. Telea","TELEA, A. C.","3","",149,,,,,,,,,,,
"PHELLAN, RENZO","PHELLAN, RENZO","1","",150,,,,,,,,,,,
"LINDNER, THOMAS","LINDNER, THOMAS","2","",150,,,,,,,,,,,
"Alexandre Xavier Falcão","Falcão, Alexandre X.","3","",150,,,,,,,,,,,
"FORKERT, NILS D.","FORKERT, NILS D.","4","",150,,,,,,,,,,,
"BOTTER MARTINS, SAMUEL","BOTTER MARTINS, SAMUEL","1","",151,,,,,,,,,,,
"VALLIN SPINA, THIAGO","VALLIN SPINA, THIAGO","2","",151,,,,,,,,,,,
"YASUDA, CLARISSA","YASUDA, CLARISSA","3","",151,,,,,,,,,,,
"Alexandre Xavier Falcão","Falcão, Alexandre X.","4","",151,,,,,,,,,,,
"Anderson C.M. Tavares","TAVARES, A. C.","1","",152,,,,,,,,,,,
"Paulo Andre V Miranda","MIRANDA, Paulo Andre V","2","5251389003736909",152,,,,,,,,,,,
"Thiago Vallin Spina","SPINA, T. V.","3","",152,,,,,,,,,,,
"Alexandre Xavier Falcão","Falcão, A.X.","4","",152,,,,,,,,,,,
"Jan Carlo Ferreira Gomes","GOMES, Jan Carlo Ferreira","1","",153,,,,,,,,,,,
"G, Lumina","G. Lumina","2","",153,,,,,,,,,,,
"A.F.T. Amarante","A.F.T. Amarante","3","",153,,,,,,,,,,,
"Sumie H Shimizu","SHIMIZU, Sumie H","4","9724264488603566",153,,,,,,,,,,,
"D.P. Leme","D.P. Leme","5","",153,,,,,,,,,,,
"Luiz Cândido S Dias","DIAS, Luiz Cândido S","6","",153,,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.;Falcão, Alexandre X.;Falcao, A.X.;FALCAO, A;Falcão, A.X.;Falcão, A;Falcao, Alexandre Xavier;Xavier Falcão, Alexandre;Alexandre Xavier Falcão;FALCÃ£O, ALEXANDRE XAVIER;FALCAO, A. X.;FALAO, Alexandre Xavier;FALCAO, A.;FALCAO, ALEXANDRE X.;FALCÃO, ALEXANDRE;FALCAO, ALEXANDRE X;FALCAO, ALEXANDRE;FALCÃO, ALEXANDRE XAVIER","7","7533729699758819",153,,,,,,,,,,,
"L.M.P. Britto","L.M.P. Britto","8","",153,,,,,,,,,,,
"R.E. Mazzochi","R.E. Mazzochi","9","",153,,,,,,,,,,,
"Alexandre Xavier Falcão","Falcao, A.X.","1","",,0,,,,,,,,,,
"Udupa, J.K.","Udupa, J.K.","2","",,0,,,,,,,,,,
"Miyazawa, F.K.","Miyazawa, F.K.","3","",,0,,,,,,,,,,
"Antônio Pessoa","PESSOA, A.","1","6427481874583205",,1,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.;Falcão, Alexandre X.;Falcao, A.X.;FALCAO, A;Falcão, A.X.;Falcão, A;Falcao, Alexandre Xavier;Xavier Falcão, Alexandre;Alexandre Xavier Falcão;FALCÃ£O, ALEXANDRE XAVIER;FALCAO, A. X.;FALAO, Alexandre Xavier;FALCAO, A.;FALCAO, ALEXANDRE X.;FALCÃO, ALEXANDRE;FALCAO, ALEXANDRE X;FALCAO, ALEXANDRE;FALCÃO, ALEXANDRE XAVIER","2","7533729699758819",,1,,,,,,,,,,
"Ricardo Nishihara","NISHIHARA, R.","3","2068167791606830",,1,,,,,,,,,,
"Ana Silva","SILVA, A.","4","",,1,,,,,,,,,,
"Roberto de Alencar Lotufo","LOTUFO, Roberto de Alencar","5","9224426261471914",,1,,,,,,,,,,
"Alexandre Xavier Falcão","Falcão, A","1","",,2,,,,,,,,,,
"Jayaram K Udupa","UDUPA, J. K.","2","",,2,,,,,,,,,,
"Alexandre Xavier Falcão","FALCAO, A","1","",,3,,,,,,,,,,
"Luciano da Fontoura Costa","COSTA, Luciano da Fontoura","2","5337976093923686",,3,,,,,,,,,,
"Bruno Santos da Cunha","CUNHA, B. S.","3","",,3,,,,,,,,,,
"Stehling, Renato O.","Stehling, Renato O.","1","",,4,,,,,,,,,,
"Nascimento, Mario A.","Nascimento, Mario A.","2","",,4,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","3","",,4,,,,,,,,,,
"Nyúl, L","Nyúl, L","1","",,5,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","2","",,5,,,,,,,,,,
"Jayaram K Udupa","UDUPA, J. K.","3","",,5,,,,,,,,,,
"Alexandre Xavier Falcão","Falcao, A.X.","1","",,6,,,,,,,,,,
"Jorge Stolfi","STOLFI, J.","2","6824400602221355",,6,,,,,,,,,,
"de Alencar Lotufo, R.","de Alencar Lotufo, R.","3","",,6,,,,,,,,,,
"Saha, P.K.","Saha, P.K.","1","",,7,,,,,,,,,,
"Udupa, J.K.","Udupa, J.K.","2","",,7,,,,,,,,,,
"Alexandre Xavier Falcão","Falcao, A.X.","3","",,7,,,,,,,,,,
"Hirsch, B.E.","Hirsch, B.E.","4","",,7,,,,,,,,,,
"S Siegler","SIEGLER, S.","5","",,7,,,,,,,,,,
"Ricardo da Silva Torres","TORRES, Ricardo da Silva","1","3790201696145434",,8,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","2","",,8,,,,,,,,,,
"Luciano da Fontoura Costa","COSTA, Luciano da Fontoura","3","5337976093923686",,8,,,,,,,,,,
"Alexandre Xavier Falcão","Falcao, A.X.","1","",,9,,,,,,,,,,
"Bergo, F.P.G.","Bergo, F.P.G.","2","5311172857522399",,9,,,,,,,,,,
"AUDIGIER, R","AUDIGIER, R","1","4827533910592275",,10,,,,,,,,,,
"LOTUFO, R","LOTUFO, R","2","9224426261471914",,10,,,,,,,,,,
"Alexandre Xavier Falcão","FALCAO, A","3","",,10,,,,,,,,,,
"Ricardo da Silva Torres","TORRES, Ricardo da Silva","1","3790201696145434",,11,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.;Falcão, Alexandre X.;Falcao, A.X.;FALCAO, A;Falcão, A.X.;Falcão, A;Falcao, Alexandre Xavier;Xavier Falcão, Alexandre;Alexandre Xavier Falcão;FALCÃ£O, ALEXANDRE XAVIER;FALCAO, A. X.;FALAO, Alexandre Xavier;FALCAO, A.;FALCAO, ALEXANDRE X.;FALCÃO, ALEXANDRE;FALCAO, ALEXANDRE X;FALCAO, ALEXANDRE;FALCÃO, ALEXANDRE XAVIER","2","7533729699758819",,11,,,,,,,,,,
"Ricardo da Silva Torres","TORRES, Ricardo da Silva","1","3790201696145434",,12,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.;Falcão, Alexandre X.;Falcao, A.X.;FALCAO, A;Falcão, A.X.;Falcão, A;Falcao, Alexandre Xavier;Xavier Falcão, Alexandre;Alexandre Xavier Falcão;FALCÃ£O, ALEXANDRE XAVIER;FALCAO, A. X.;FALAO, Alexandre Xavier;FALCAO, A.;FALCAO, ALEXANDRE X.;FALCÃO, ALEXANDRE;FALCAO, ALEXANDRE X;FALCAO, ALEXANDRE;FALCÃO, ALEXANDRE XAVIER","2","7533729699758819",,12,,,,,,,,,,
"Felipe P G Bergo","BERGO, Felipe P G","1","5311172857522399",,13,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.;Falcão, Alexandre X.;Falcao, A.X.;FALCAO, A;Falcão, A.X.;Falcão, A;Falcao, Alexandre Xavier;Xavier Falcão, Alexandre;Alexandre Xavier Falcão;FALCÃ£O, ALEXANDRE XAVIER;FALCAO, A. X.;FALAO, Alexandre Xavier;FALCAO, A.;FALCAO, ALEXANDRE X.;FALCÃO, ALEXANDRE;FALCAO, ALEXANDRE X;FALCAO, ALEXANDRE;FALCÃO, ALEXANDRE XAVIER","2","7533729699758819",,13,,,,,,,,,,
"Paulo A V Miranda","MIRANDA, Paulo A V","3","5251389003736909",,13,,,,,,,,,,
"Leonardo Marques Rocha","ROCHA, Leonardo Marques","4","1691967052471277",,13,,,,,,,,,,
"Montoya-Zegarra, Javier A.","Montoya-Zegarra, Javier A.","1","7838343067597620",,14,,,,,,,,,,
"João Paulo Papa","PAPA, João Paulo","2","9039182932747194",,14,,,,,,,,,,
"Leite, Neucimar J.","Leite, Neucimar J.","3","8647239680081745",,14,,,,,,,,,,
"da Silva Torres, Ricardo","da Silva Torres, Ricardo","4","",,14,,,,,,,,,,
"Alexandre Xavier Falcão","Falcão, Alexandre X.","5","",,14,,,,,,,,,,
"TORRES, R","TORRES, R","1","3790201696145434",,15,,,,,,,,,,
"Alexandre Xavier Falcão","FALCAO, A","2","",,15,,,,,,,,,,
"GONCALVES, M","GONCALVES, M","3","",,15,,,,,,,,,,
"PAPA, J","PAPA, J","4","9039182932747194",,15,,,,,,,,,,
"B Zhang","ZHANG, B","5","",,15,,,,,,,,,,
"W Fan","FAN, W","6","",,15,,,,,,,,,,
"FOX, E","FOX, E","7","",,15,,,,,,,,,,
"Jancarlo Ferreira Gomes","J.F. Gomes","1","6652749574384275",,16,,,,,,,,,,
"Sumie H Shimizu","SHIMIZU, Sumie H","2","9724264488603566",,16,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","3","",,16,,,,,,,,,,
"Leonardo Marques Rocha","ROCHA, Leonardo Marques","1","1691967052471277",,17,,,,,,,,,,
"Cappabianco, Fábio A. M.","Cappabianco, Fábio A. M.","2","7438076121387151",,17,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","3","",,17,,,,,,,,,,
"Papa, J. P.","Papa, J. P.","1","9039182932747194",,18,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","2","",,18,,,,,,,,,,
"Suzuki, C. T. N.","Suzuki, C. T. N.","3","9376921418115878",,18,,,,,,,,,,
"Miranda, Paulo A. V.","Miranda, Paulo A. V.","1","5251389003736909",,19,,,,,,,,,,
"Alexandre Xavier Falcão","Falcão, Alexandre X.","2","",,19,,,,,,,,,,
"Anderson Rocha","ROCHA, Anderson","3","1521815731111261",,19,,,,,,,,,,
"Bergo, Felipe P. G.","Bergo, Felipe P. G.","4","5311172857522399",,19,,,,,,,,,,
"Andaló, F.A.","Andaló, F.A.","1","1511096593761280",,20,,,,,,,,,,
"Miranda, P.A.V.","Miranda, P.A.V.","2","5251389003736909",,20,,,,,,,,,,
"Torres, R. da S.","Torres, R. da S.","3","3790201696145434",,20,,,,,,,,,,
"Alexandre Xavier Falcão","Falcão, A.X.","4","",,20,,,,,,,,,,
"Miranda, Paulo A. V.","Miranda, Paulo A. V.","1","5251389003736909",,21,,,,,,,,,,
"Alexandre Xavier Falcão","Falcão, Alexandre X.","2","",,21,,,,,,,,,,
"de Miranda, P.A.V.","de Miranda, P.A.V.","1","5251389003736909",,22,,,,,,,,,,
"Alexandre Xavier Falcão","Falcão, A.X.","2","",,22,,,,,,,,,,
"Udupa, J.K.","Udupa, J.K.","3","",,22,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","1","",,23,,,,,,,,,,
"Papa, J. P.","Papa, J. P.","1","9039182932747194",,24,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","2","",,24,,,,,,,,,,
"Greice M. Freitas","FREITAS, G. M.","3","",,24,,,,,,,,,,
"A.M.H. Ávila","Ávila, A.M.H.","4","7582420301693448",,24,,,,,,,,,,
"André Tavares Silva","Silva, A.T.","1","1668342679815086",,25,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","2","",,25,,,,,,,,,,
"Léo Pini de Magalhães","Magalhães, L.P.","3","8890614481075559",,25,,,,,,,,,,
"R. Guilherme, Ivan","R. Guilherme, Ivan","1","",,26,,,,,,,,,,
"A.N. Marana","Marana, A.N.","2","6027713750942689",,26,,,,,,,,,,
"Giovani Chiachia","Chiachia, G.","3","0507994043045945",,26,,,,,,,,,,
"João Paulo Papa","PAPA, João Paulo","4","9039182932747194",,26,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","5","",,26,,,,,,,,,,
"K. Miura","Kazuo Miura","6","",,26,,,,,,,,,,
"M.V.D. Ferreira","Marcus V. D. Ferreira","7","",,26,,,,,,,,,,
"F. Torres","Francisco Torres","8","",,26,,,,,,,,,,
"Greice M. Freitas","FREITAS, G. M.","1","",,27,,,,,,,,,,
"João Paulo Papa","PAPA, João Paulo","2","9039182932747194",,27,,,,,,,,,,
"Avila, Ana Maria Heuminski de","Avila, Ana Maria Heuminski de","3","7582420301693448",,27,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","4","",,27,,,,,,,,,,
"Hilton Silveira Pinto","Pinto, H.S.","5","8947404747661582",,27,,,,,,,,,,
"André Tavares da Silva","SILVA, A. T.","1","1668342679815086",,28,,,,,,,,,,
"Jefersson Alex dos Santos","Santos, J.A.","2","2171782600728348",,28,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","3","",,28,,,,,,,,,,
"Ricardo da Silva Torres","TORRES, Ricardo da Silva","4","3790201696145434",,28,,,,,,,,,,
"Léo Pini de Magalhães","Magalhães, L.P.","5","8890614481075559",,28,,,,,,,,,,
"Alexander I Iliev","A.I. Iliev","1","",,29,,,,,,,,,,
"Michael S Scordilis","M.S. Scordilis","2","",,29,,,,,,,,,,
"João Paulo Papa","PAPA, João Paulo","3","9039182932747194",,29,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","4","",,29,,,,,,,,,,
"Jefersson Alex dos Santos","Santos, J.A.","1","2171782600728348",,30,,,,,,,,,,
"Philippe-Henri Gosselin","Gosselin, P-H","2","",,30,,,,,,,,,,
"Sylvie Philipp-Foliguet","Philipp-Foliguet, S.","3","",,30,,,,,,,,,,
"Ricardo da Silva Torres","TORRES, Ricardo da Silva","4","3790201696145434",,30,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","5","",,30,,,,,,,,,,
"RAMOS, CAIO CÃ©SAR OBA","RAMOS, CAIO CÃ©SAR OBA","1","",,31,,,,,,,,,,
"DE SOUSA, ANDRÃ¡ NUNES","DE SOUSA, ANDRÃ¡ NUNES","2","",,31,,,,,,,,,,
"PAPA, JOÃ£O PAULO","PAPA, JOÃ£O PAULO","3","",,31,,,,,,,,,,
"Alexandre Xavier Falcão","Falcao, Alexandre Xavier","4","",,31,,,,,,,,,,
"Ramos, Caio César Oba","Ramos, Caio César Oba","1","3445269184574633",,32,,,,,,,,,,
"de Souza, André Nunes","de Souza, André Nunes","2","",,32,,,,,,,,,,
"Alexandre Xavier Falcão","Falcao, Alexandre Xavier","3","",,32,,,,,,,,,,
"João Paulo Papa","PAPA, João Paulo","4","9039182932747194",,32,,,,,,,,,,
"Miranda, Paulo A. V.","Miranda, Paulo A. V.","1","5251389003736909",,33,,,,,,,,,,
"Alexandre Xavier Falcão","Falcao, Alexandre Xavier","2","",,33,,,,,,,,,,
"Spina, Thiago V.","Spina, Thiago V.","3","",,33,,,,,,,,,,
"Rodrigo Minetto","Minetto, R.","1","8366112479020867",,34,,,,,,,,,,
"Spina, T.V.","Spina, T.V.","2","",,34,,,,,,,,,,
"Alexandre Xavier Falcão","Falcão, A.X.","3","",,34,,,,,,,,,,
"Leite, N.J.","Leite, N.J.","4","8647239680081745",,34,,,,,,,,,,
"Papa, J.P.","Papa, J.P.","5","",,34,,,,,,,,,,
"Jorge Stolfi","STOLFI, J.","6","6824400602221355",,34,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","1","",,35,,,,,,,,,,
"Jayaram K Udupa","UDUPA, J. K.","2","",,35,,,,,,,,,,
"Supun Samarasekera","SAMARASEKERA, S.","3","",,35,,,,,,,,,,
"Shoba Sharma","SHARMA, S.","4","",,35,,,,,,,,,,
"Bruce E Hirsch","HIRSCH, B. E.","5","",,35,,,,,,,,,,
"de Alencar Lotufo, R.","de Alencar Lotufo, R.","6","",,35,,,,,,,,,,
"CIESIELSKI, KRZYSZTOF CHRIS","CIESIELSKI, KRZYSZTOF CHRIS","1","",,36,,,,,,,,,,
"UDUPA, JAYARAM K.","UDUPA, JAYARAM K.","2","",,36,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃO, A. X.","3","",,36,,,,,,,,,,
"MIRANDA, P. A. V.","MIRANDA, P. A. V.","4","5251389003736909",,36,,,,,,,,,,
"CAPPABIANCO, FÁBIO A.M.","CAPPABIANCO, FÁBIO A.M.","1","7438076121387151",,37,,,,,,,,,,
"Alexandre Xavier Falcão","Falcão, Alexandre X.","2","",,37,,,,,,,,,,
"YASUDA, CLARISSA L.","YASUDA, CLARISSA L.","3","7563241826313933",,37,,,,,,,,,,
"UDUPA, JAYARAM K.","UDUPA, JAYARAM K.","4","",,37,,,,,,,,,,
"DA SILVA, ANDRÃ© TAVARES","DA SILVA, ANDRÃ© TAVARES","1","",,38,,,,,,,,,,
"Alexandre Xavier Falcão","FALCÃ£O, ALEXANDRE XAVIER","2","",,38,,,,,,,,,,
"MAGALHÃ£ES, LÃ©O PINI","MAGALHÃ£ES, LÃ©O PINI","3","",,38,,,,,,,,,,
"Papa, João P.","Papa, João P.","1","",,39,,,,,,,,,,
"Alexandre Xavier Falcão","Falcão, Alexandre X.","2","",,39,,,,,,,,,,
"de Albuquerque, Victor Hugo C.","de Albuquerque, Victor Hugo C.","3","4186515742605446",,39,,,,,,,,,,
"Tavares, João Manuel R.S.","Tavares, João Manuel R.S.","4","3960994884239356",,39,,,,,,,,,,
"Willian Marinho Dourado Coelho","COELHO, W. M. D.","1","3506998520644494",,40,,,,,,,,,,
"Jancarlo Ferreira Gomes","GOMES, J. F.","2","6652749574384275",,40,,,,,,,,,,
"Alessandro Francisco Talamini do Amarante","AMARANTE, A. F. T.","3","2677231663329706",,40,,,,,,,,,,
